,prevlabel,nextlabel,start_time,end_time,geometry
0,11,0,2014-02-02 14:32:17,2014-02-02 16:03:28,"LINESTRING (12.524926390118 41.9367602373027, 12.524926390118 41.9367602373027, 12.5233817869809 41.9354149527128, 12.5215386155012 41.9338167651743, 12.5210227088796 41.9333679389696, 12.5202378905078 41.9339258803702, 12.5214374891506 41.9337531437257, 12.5241561160321 41.9317712498525, 12.5253758462844 41.9309531176138, 12.5253758462844 41.9309531176138, 12.5259475435898 41.9305533591215, 12.52783146354 41.9285382862514, 12.527818456381 41.9261488142275, 12.527818456381 41.9261488142275, 12.527818456381 41.9261488142275, 12.527818456381 41.9261488142275, 12.527818456381 41.9261488142275, 12.527818456381 41.9261488142275, 12.5339552682242 41.9073267244239, 12.5329321704365 41.9051080231118, 12.5317161317099 41.9031324751109, 12.5297461243897 41.9006394608405, 12.5272402412829 41.8988613191685, 12.5246347217026 41.8976376975573, 12.5218945144629 41.8973085075601, 12.520434727255 41.8980645500272, 12.5196046960693 41.8969729399355, 12.519343897543 41.8966224921397, 12.5174279263231 41.8949352947881, 12.5160867800801 41.8933163578759, 12.5148801716453 41.8922193607758, 12.5140588739216 41.89141861301, 12.5146059789065 41.8906443814044, 12.5151920191471 41.8907732174345, 12.5163184574505 41.8908319439336, 12.5181488574579 41.8898669816319, 12.5201627345414 41.8889395010401, 12.5215239085441 41.8882257752456, 12.5215863435528 41.8881987655463, 12.5215863435528 41.8881987655463, 12.5215863435528 41.8881987655463, 12.5215863435528 41.8881987655463, 12.5215863435528 41.8881987655463, 12.5216654108307 41.8881628248633, 12.5227287461975 41.8887274362345, 12.5236192752259 41.8886437031316, 12.5248877527746 41.8879233191097, 12.5261184199007 41.887265986444, 12.527221912819 41.8866306524561, 12.5287329478879 41.8857242029938, 12.5308279090965 41.8843366189113, 12.5329630610068 41.8831980671042, 12.5355905766229 41.882388480699, 12.5379613527955 41.8816244284013, 12.5402275580695 41.8808697603454, 12.5412868684533 41.8804967598689, 12.5419418062076 41.8802749827252, 12.5421007262918 41.8802197107212, 12.5421007262918 41.8802197107212, 12.542320448753 41.8804190963145, 12.5424609278166 41.8805603662173, 12.5424817240282 41.8805786083598, 12.5432962032382 41.8817189921362, 12.5433608877355 41.8833385785002, 12.5435790379748 41.8846667896902, 12.5433976921865 41.8860923902451, 12.5433975505539 41.8867257948965, 12.5434531537005 41.8868397908141, 12.5434531537005 41.8868397908141, 12.5434531537005 41.8868397908141, 12.5434531537005 41.8868397908141, 12.5433241738993 41.8869518598165, 12.5433241738993 41.8869518598165, 12.5433241738993 41.8869518598165, 12.5433241738993 41.8869518598165, 12.5433241738993 41.8869518598165, 12.5433241738993 41.8869518598165, 12.5433241738993 41.8869518598165, 12.5432894024802 41.8868730059258, 12.5432894024802 41.8868730059258, 12.5432894024802 41.8868730059258, 12.5432894024802 41.8868730059258, 12.5431078530239 41.8869984431131, 12.5430999443844 41.8870032923366, 12.5426028055602 41.8881012823814, 12.5421187689471 41.8898718961304, 12.5418870683138 41.8915099113675, 12.5419616926795 41.8923128955014, 12.5419403750075 41.8924512624227, 12.5419170475445 41.8925542613946, 12.5417940216324 41.8938940461664, 12.541452446418 41.8960315993882, 12.5400516464394 41.8976741615249, 12.5388942218602 41.8984044291382, 12.5381917252953 41.8989224754745, 12.5373250704303 41.900114986745, 12.5366862871257 41.9015687158472, 12.5362344230235 41.9030187616623, 12.5360470799533 41.9046800001737, 12.5354245609273 41.9058014395081, 12.5349673914721 41.9066867098907, 12.5345820852569 41.907491480914, 12.534551232981 41.9075638274843, 12.534551232981 41.9075638274843, 12.534551232981 41.9075638274843, 12.534551232981 41.9075638274843, 12.5345284653933 41.9076602452543, 12.5337539598638 41.9083687017885, 12.5320768123799 41.9083734523582, 12.5313238110774 41.9091518302788, 12.5309007681263 41.9097741691777, 12.5304619310741 41.9098869717013, 12.5299182580732 41.9102750514991, 12.5290925422449 41.9111326959207, 12.5290925422449 41.9111326959207, 12.5289794493351 41.9111563643815, 12.5289794493351 41.9111563643815, 12.5289403849736 41.9111586666286, 12.5291869906361 41.9106382888283, 12.5293534011112 41.9101930150329, 12.5294870977998 41.9099040403283, 12.5294756597744 41.9098187150205, 12.5295613308247 41.9097059157459, 12.5295932538602 41.9096491135847, 12.5295932538602 41.9096491135847, 12.5295932538602 41.9096491135847, 12.5295932538602 41.9096491135847, 12.5295932538602 41.9096491135847, 12.5295932538602 41.9096491135847, 12.5296569150322 41.9095976864617, 12.5296569150322 41.9095976864617, 12.5296569150322 41.9095976864617, 12.5296569150322 41.9095976864617, 12.5296569150322 41.9095976864617, 12.5296569150322 41.9095976864617, 12.5296569150322 41.9095976864617, 12.5296569150322 41.9095976864617, 12.5297360306411 41.9093419000899, 12.5295119523385 41.9089488209481, 12.5283615416112 41.908712869712, 12.5274832570319 41.9087224048582, 12.527086884593 41.9086744978586, 12.5256440709875 41.9086209222239, 12.5242233956515 41.9086348684018, 12.5239914522911 41.9086757888961, 12.5239450441068 41.9087013335315, 12.5223154346252 41.9091013922016, 12.5213120602725 41.9095311359609, 12.5205070107839 41.9096799297529, 12.5193300221744 41.9100211726573, 12.51862780339 41.9101983319943, 12.5164578452749 41.9107760437083, 12.5141031646794 41.9109472011287, 12.5123870915904 41.9104154069357, 12.5106993041442 41.9099015942851, 12.5106993041442 41.9099015942851, 12.5093261605588 41.9095690304807, 12.5084390435938 41.9093127519396, 12.5084390435938 41.9093127519396, 12.5083610027674 41.9092821874435, 12.5059084226264 41.9086354605971, 12.5044808336504 41.9083500224788, 12.5042313395898 41.9083138424825, 12.5019900507331 41.9090150302144, 12.5003357782579 41.9101257206119, 12.4992978242696 41.9108089626248, 12.4987105314957 41.9112115671421, 12.4986431174455 41.9112148899146, 12.4986431174455 41.9112148899146, 12.4986431174455 41.9112148899146, 12.4986431174455 41.9112148899146, 12.497881739817 41.9110456646504, 12.4968118712589 41.9110602680989, 12.4951817484857 41.9111189233073, 12.4939204033075 41.9111071824357, 12.4939204033075 41.9111071824357, 12.4939204033075 41.9111071824357, 12.493513583045 41.9110561129774, 12.4927003829173 41.9114324636749, 12.4926887005933 41.9125347865854, 12.4931556049713 41.9133787939322, 12.4931556049713 41.9133787939322, 12.4929951218083 41.9132408424597, 12.4916579683254 41.9113143915066, 12.4895076119301 41.9101713984521, 12.4886830432494 41.9098951917342, 12.4872436145675 41.9095292437899, 12.4850896966571 41.908708010387, 12.4825013737276 41.9100173387862, 12.4811434881591 41.9120030258426, 12.4805343001192 41.913106491178, 12.4777532438896 41.9122341186486, 12.4764682344462 41.9117753550399, 12.4751988788659 41.911571474906, 12.4734209508106 41.9110891464561, 12.4731348922702 41.9106059121289, 12.4731948410169 41.9105972624522, 12.473344785736 41.9102806223552, 12.4733014982773 41.9100206849133, 12.4715484070249 41.909568770327, 12.4708496593256 41.909984358609, 12.4713865288148 41.9099362741057, 12.4724375974505 41.9082978772874, 12.4735823771127 41.9066457628097, 12.4732479981012 41.9044424835132, 12.4723005981853 41.9038184482273, 12.4723005981853 41.9038184482273, 12.4723005981853 41.9038184482273, 12.4715490384051 41.9035237894821, 12.4701357399736 41.9031083286124, 12.4692611858655 41.9039438969106, 12.467690539732 41.9046658787537, 12.4663166504064 41.9054575667869, 12.4653423922508 41.9047108182677, 12.4640171375476 41.904057128152, 12.4641098141291 41.9036857511582, 12.4643385039809 41.9029023007418, 12.4635954178273 41.9023474592609, 12.4632592742531 41.9023463434194, 12.4632592742531 41.9023463434194, 12.4632592742531 41.9023463434194, 12.4632592742531 41.9023463434194, 12.4632592742531 41.9023463434194, 12.4632592742531 41.9023463434194, 12.4632592742531 41.9023463434194, 12.4620316913509 41.902334122108, 12.4596032124414 41.902279751369, 12.4583806984096 41.9019390721076, 12.4579415852796 41.9013111667632, 12.4565540858324 41.900902373702, 12.4566070636046 41.9006132063665, 12.4565334358492 41.9003391666736, 12.4550712438052 41.9002898769602, 12.4548175592505 41.900217997761, 12.4546005565508 41.9000979050718, 12.4533092402762 41.899586834666, 12.4515500246855 41.8987655478503, 12.4503900397466 41.8976156479696, 12.4495465543705 41.8963378650521, 12.4478231574073 41.8952356751548, 12.4455428251507 41.8955616906589, 12.4433455082959 41.8961952527295, 12.4412683921695 41.8964696319185, 12.4401774567446 41.8961851607596, 12.4400921684144 41.8960762088514, 12.4400617057784 41.8960048160221, 12.4397718176969 41.8957443559017, 12.4387399899817 41.8950992102243, 12.4387399899817 41.8950992102243, 12.4380318407221 41.8946352916356, 12.4375012679162 41.8942256543931, 12.4375012679162 41.8942256543931, 12.4375012679162 41.8942256543931, 12.4375012679162 41.8942256543931, 12.4375012679162 41.8942256543931, 12.4367339864805 41.8937756618827, 12.4341992773487 41.8934415615414, 12.4311398146424 41.894406374507, 12.4299594747015 41.8947912471996, 12.4299594747015 41.8947912471996, 12.4299594747015 41.8947912471996, 12.4299594747015 41.8947912471996, 12.4297600610126 41.8952604799493, 12.4289066019923 41.896321688237, 12.4281628127307 41.8977542563353, 12.4277931267575 41.8982397807841, 12.4277931267575 41.8982397807841, 12.4277931267575 41.8982397807841, 12.4277931267575 41.8982397807841, 12.4277931267575 41.8982397807841, 12.4270434216935 41.8986507892765, 12.4260524921124 41.898640486046, 12.4251513217755 41.8985141495373, 12.4243822426748 41.8983811395774, 12.4242118759913 41.8983422562541, 12.4242118759913 41.8983422562541, 12.4240460011854 41.8982967466015, 12.4239932416869 41.898272756915, 12.4237129589175 41.8981889321535, 12.4236395148622 41.8981691720045, 12.4235373681236 41.8981423379402, 12.4221298460487 41.8976084482241, 12.421238947993 41.8971838381422, 12.421238947993 41.8971838381422, 12.4207439110957 41.896927090972, 12.4200825826237 41.8965927085726, 12.4189141527234 41.8959720370301, 12.4178359945535 41.8954682716684, 12.4177622339192 41.8954278840256, 12.4177622339192 41.8954278840256, 12.4177622339192 41.8954278840256, 12.4177622339192 41.8954278840256, 12.4177622339192 41.8954278840256, 12.4176935176233 41.8953700522558, 12.418582236414 41.8943981606164, 12.419297522356 41.8933215830239, 12.4182714702064 41.8926215270181, 12.4183546057192 41.8924655126325, 12.4183546057192 41.8924655126325, 12.4190412836024 41.8927964424823, 12.4193736071195 41.8936643598088, 12.4181810696235 41.8948966593822, 12.4184471279602 41.8956766452655, 12.4202049201159 41.8965757108407, 12.4222320073169 41.8975631162148, 12.4241540947221 41.8982651864807, 12.4262202373226 41.8985865009806, 12.4271098518717 41.8985160545845, 12.4271098518717 41.8985160545845, 12.4271098518717 41.8985160545845, 12.4276272176151 41.8984376817727, 12.4288338263834 41.8984962270524, 12.4302065991131 41.8982459854367, 12.4318859465549 41.897337980447, 12.4335635219865 41.8974000664792, 12.4351894097097 41.8973642513883, 12.4357473439944 41.8973283930153, 12.4373376834866 41.8978331758162, 12.4386424975532 41.898240162322, 12.4405991067347 41.8984858896776, 12.443078218731 41.8986800015398, 12.4434584547991 41.8989223001134, 12.4436443331227 41.8992261345254, 12.444453172606 41.9002232779302, 12.4455429323256 41.9013164100458, 12.445730458329 41.9020086576618, 12.4473278348524 41.902693639172, 12.4483706421033 41.9037680336974, 12.4490220000058 41.9051057573998, 12.450304082704 41.9061026524417, 12.4513425790189 41.9066329161378, 12.4530321852361 41.90677743087, 12.4547015946638 41.9072355654277, 12.4552797828443 41.9073483276183, 12.4552797828443 41.9073483276183, 12.4552797828443 41.9073483276183, 12.4552797828443 41.9073483276183, 12.4553637775847 41.9073646038325, 12.4557833527939 41.9065702645005, 12.4573187961804 41.9059956160654, 12.4588633732859 41.9058800797771, 12.4604556309199 41.9060218591102, 12.4627721873559 41.9058022475759, 12.4650555651071 41.9056366877046, 12.4656666819904 41.9055445014603, 12.4656666819904 41.9055445014603, 12.4660847595033 41.9055806793709, 12.4675490052414 41.905531692347, 12.4686014224425 41.9054340625551, 12.4692724766268 41.9056559742384, 12.4694197995501 41.9057752986278, 12.4693685530593 41.9057676124606, 12.4693685530593 41.9057676124606, 12.4693685530593 41.9057676124606, 12.4692784061581 41.9056678600564, 12.4691443280312 41.9056464448041, 12.4691443280312 41.9056464448041, 12.4691443280312 41.9056464448041, 12.4691443280312 41.9056464448041, 12.4691443280312 41.9056464448041, 12.4685856072579 41.9054046833391, 12.4682475528488 41.9059313421672, 12.4676856564578 41.906794820977, 12.4671614264308 41.9075930730327, 12.4667836890428 41.9083614725122, 12.4675024391508 41.908529580703, 12.4675336484921 41.9085355880188, 12.4686216645287 41.9088091830873, 12.4697882932135 41.9090886403612, 12.4694975650971 41.9091470839637, 12.4692296227218 41.9090511094057, 12.4691845191097 41.9083956941467, 12.4696742774902 41.907462006078, 12.4701004785059 41.9068686199395, 12.4704436264498 41.906105621463, 12.470005047782 41.9058682718026, 12.4697120446324 41.9057888890048, 12.4695308464715 41.9057386175776, 12.4691845603528 41.9056527132918, 12.4691845603528 41.9056527132918, 12.4691845603528 41.9056527132918, 12.4690122688005 41.905540460815, 12.4690122688005 41.905540460815)"
1,0,1,2014-02-02 16:09:29,2014-02-02 16:47:56,"LINESTRING (12.4685492551521 41.9053805109378, 12.4656433036529 41.9073221551137, 12.4656433036529 41.9073221551137, 12.4656433036529 41.9073221551137, 12.4656433036529 41.9073221551137, 12.4656433036529 41.9073221551137, 12.465428144733 41.9072863703247, 12.4652559327902 41.9072617985101, 12.4652559327902 41.9072617985101, 12.4652559327902 41.9072617985101, 12.4638649563211 41.9070665142287, 12.4629528341326 41.9069361248198, 12.4627023110436 41.9075717130371, 12.462265257563 41.9087571804613, 12.4619867820134 41.9094518916913, 12.4619867820134 41.9094518916913, 12.4617948943969 41.9099113738749, 12.4617561805335 41.9099785275442, 12.4616808265793 41.910337110868, 12.4611490355564 41.911586683418, 12.4611490355564 41.911586683418, 12.4609988877385 41.9119207965627, 12.4602387667419 41.9125781933749, 12.4594764604438 41.913150296898, 12.4585836626806 41.9137891858675, 12.4584743657502 41.9145208778716, 12.4584806419982 41.9146855698483, 12.4584806419982 41.9146855698483, 12.4584683268732 41.9154656367938, 12.4583628708154 41.9164054179018, 12.4585439650471 41.9173930939842, 12.4587606610669 41.9185582479411, 12.4600156642727 41.9192450908839, 12.4613801753468 41.9191945967847, 12.4626525728282 41.9199231974213, 12.4644923771561 41.9203394539475, 12.4645132920524 41.9203458251916, 12.4645132920524 41.9203458251916, 12.4645019628331 41.9203986369035, 12.462339094403 41.9198531823413, 12.4610793529652 41.9198519563348, 12.4613777000308 41.9190177259327, 12.4613777000308 41.9190177259327, 12.4615772949619 41.9189707222458, 12.4622866989853 41.9178065926664, 12.4630255667735 41.9164767780861, 12.4629571245165 41.9159029867604, 12.4634791811171 41.915360257514, 12.4648525736254 41.9154243350235, 12.4666092968829 41.9149335647364, 12.4685138682884 41.9143625026123, 12.4690654432505 41.9142334207497, 12.4695879158441 41.914005312499, 12.469893934676 41.9135182396431, 12.4702233491343 41.9125229758134, 12.4710580706645 41.9107157523724, 12.4721767887833 41.9085816288641, 12.4725184934675 41.9082034117897, 12.4734805939726 41.9068428881493, 12.4736773764192 41.9053240488544, 12.4726237662793 41.9038705063351, 12.4710962737571 41.9031591532081, 12.4714162554957 41.9025470831309, 12.4714162554957 41.9025470831309, 12.4714162554957 41.9025470831309, 12.4718008285201 41.9017588305057, 12.4723943010809 41.9008117124578, 12.4730161744928 41.9003936057409, 12.4738513823172 41.9000289389371, 12.4739284871487 41.899652052214, 12.4739596700241 41.8986196343293, 12.4740445470446 41.897586707131, 12.4742020801082 41.8967913758258, 12.4737405616116 41.8964832710604, 12.4727023457896 41.8968744307642, 12.4709153722746 41.8972799818008, 12.4694050401592 41.8976657283229, 12.4694491455765 41.8978924073587, 12.4694329062932 41.8984116884754, 12.4696755789089 41.8988681744772, 12.4700069709372 41.8985549444373, 12.4705171860354 41.8983259283667, 12.470700313081 41.8982601851545, 12.4708423397029 41.8987044252677, 12.4711284126547 41.89913593155, 12.4712035326761 41.8993080742063, 12.4712035326761 41.8993080742063, 12.4712035326761 41.8993080742063, 12.4712035326761 41.8993080742063, 12.4708555086967 41.8995090310793, 12.4705682112429 41.8995496106505, 12.4701246746221 41.8998508024306, 12.4698120201168 41.8996461960492, 12.4695286782752 41.8994488598209, 12.4687943245167 41.8995783070012, 12.4684879237306 41.8995928009585, 12.4684635378306 41.8990957631518, 12.4684222594457 41.8985793675565, 12.4683460618034 41.8982803849597, 12.4683460618034 41.8982803849597, 12.4683460618034 41.8982803849597, 12.4685085516254 41.8980314122942, 12.469105371625 41.8977271720193, 12.4704050270082 41.8973890383934, 12.4723838374415 41.8969267786852, 12.4735540703619 41.89655048316, 12.4748214420694 41.8963869088556, 12.4762217162265 41.8961590764278, 12.4770982177824 41.8958877570768, 12.4786576139027 41.8959333458621, 12.4797563074726 41.8953084227181, 12.4799336555468 41.8951833681677, 12.4799336555468 41.8951833681677, 12.4799336555468 41.8951833681677, 12.4809107736913 41.8950026103003, 12.4815325673686 41.8940901726989, 12.4821757025779 41.8948211572371, 12.4821513710153 41.8951449508184, 12.482649799798 41.8956625850755, 12.4825609801349 41.8966020214496, 12.4831542356047 41.8968883397201, 12.4842318834577 41.8970332133518, 12.485048818031 41.8973020289731, 12.4854174944219 41.8966009679382, 12.4858922859375 41.8961591634054, 12.4870684121828 41.89640506075, 12.4878811711137 41.8972284361131, 12.4890001763134 41.8979347806551, 12.4890301447464 41.8979616752251, 12.4893552982149 41.8981259894071, 12.4902080559482 41.8986825049708, 12.4906216030493 41.8989848574033, 12.4919491300071 41.8998264053885, 12.4935349059173 41.9008830785151, 12.4947232896017 41.9016751915491, 12.4947643560506 41.901701587535, 12.4949912639528 41.9018460493896, 12.4959515107081 41.9023967248496, 12.4970721208899 41.9020730663436, 12.4980395031643 41.9016294454722, 12.4983682429355 41.9018263813901, 12.4983682429355 41.9018263813901, 12.4983682429355 41.9018263813901, 12.4984870638791 41.9019039095522, 12.4994735486975 41.9023988162174, 12.5003710114182 41.9029313558812, 12.5009020082087 41.9025212732384, 12.501431624114 41.9017152815225, 12.501431624114 41.9017152815225, 12.501431624114 41.9017152815225, 12.5014299202426 41.9016450492114, 12.5013893391599 41.9015447680741, 12.5012290941222 41.9014294300529, 12.5012290941222 41.9014294300529, 12.5012290941222 41.9014294300529, 12.5012290941222 41.9014294300529, 12.5012290941222 41.9014294300529, 12.5012290941222 41.9014294300529, 12.5012290941222 41.9014294300529, 12.5012290941222 41.9014294300529)"
2,2,3,2014-02-02 17:00:09,2014-02-02 17:30:05,"LINESTRING (12.5009197064867 41.901162333636, 12.5007500997677 41.9010639580503, 12.5007500997677 41.9010639580503, 12.5006469237894 41.900982772841, 12.5006421130452 41.9009786143259, 12.5006367351068 41.9009699545897, 12.5005872469416 41.9009080971341, 12.5005872469415 41.900908097133, 12.5005872469415 41.900908097133, 12.5005872469415 41.900908097133, 12.5005181399085 41.9008832600394, 12.5002835462806 41.9007429837542, 12.500304231688 41.9006335992571, 12.5002669732104 41.900619308341, 12.5002669732104 41.900619308341, 12.5002669732104 41.900619308341, 12.4994379536803 41.9010919488831, 12.4988437815842 41.9016831835595, 12.4988347334363 41.9016926115286, 12.4977419173492 41.9023572240734, 12.4964751647489 41.9028042809298, 12.4958601639698 41.9026685452156, 12.4955859576334 41.9022560667595, 12.4954454126234 41.9020545749931, 12.494744539915 41.901617862672, 12.4937566846003 41.9010051503227, 12.4933055904945 41.9007328443713, 12.4924066122979 41.9002022843436, 12.4913263156596 41.8994466414528, 12.4901701457335 41.8989553723087, 12.4892574830463 41.8996843283718, 12.4863863087384 41.90218372585, 12.4853572370957 41.9030226510481, 12.4843693083546 41.9037922166046, 12.483651150022 41.9045355024143, 12.4829992576286 41.9049354485069, 12.4823951678304 41.905588901305, 12.4819856413652 41.9057419944357, 12.481138817046 41.9054259755142, 12.4803503927897 41.905118212508, 12.4795598548952 41.904856795222, 12.4789336534221 41.9046321003265, 12.4782467607987 41.9046433126592, 12.4768723085103 41.9048030235015, 12.4762432910994 41.9048556367362, 12.4754939044303 41.9049123089123, 12.4738688615654 41.9050380776324, 12.4737350218277 41.9050460457768, 12.4737350218277 41.9050460457768, 12.4737350218277 41.9050460457768, 12.4735150505652 41.9050676571446, 12.4718271470148 41.9051376288285, 12.4708177364284 41.9056001165703, 12.4703972929128 41.9060130036533, 12.4700309482286 41.905909374115, 12.4696598504283 41.9057839055761, 12.4696598504283 41.9057839055761, 12.4696598504283 41.9057839055761, 12.4694900541271 41.9058068568795, 12.4688539295709 41.906905667646, 12.4683169578777 41.9078630935395, 12.4676087334319 41.9075693620479, 12.4665011058121 41.9073473952583, 12.4654694407332 41.9073076183789, 12.4654018656418 41.9070850843769, 12.4654018656418 41.9070850843769, 12.4654018656418 41.9070850843769, 12.4655828038502 41.9067654479826, 12.4661986802328 41.9055384277275, 12.4678244978931 41.9054150400639, 12.4692323884083 41.9055372916413, 12.4696996347463 41.9056412686682, 12.4706335547831 41.9058673657482, 12.471045399029 41.9052475434717, 12.472675437879 41.905080337273, 12.4733387002339 41.9050194151308, 12.4733387002339 41.9050194151308, 12.4733387002339 41.9050194151308, 12.4735276581327 41.9049559643716, 12.4744639614862 41.9048974265521, 12.4748799880334 41.9048664682632, 12.4750667831459 41.9049284096389, 12.4752858696262 41.9058119187965, 12.4750501926046 41.9070439213806, 12.4743785523524 41.9082479142409, 12.4734626704948 41.909358695288, 12.4733115243096 41.9095488434085, 12.4733115243096 41.9095488434085, 12.4732752571595 41.9096519793258, 12.4740158214298 41.9101719238289, 12.4739878741506 41.9109078200383, 12.4748312680661 41.9114743124428, 12.4765731376134 41.9117816141343, 12.4786042147724 41.9124655668382, 12.4808243504517 41.913024794613, 12.481436830746 41.9112957403046, 12.4827780529284 41.9097018660415, 12.4849381334205 41.9085416103244, 12.4870320106032 41.9090790508397, 12.4894449047377 41.9098517608633, 12.4912306459979 41.9102644465949, 12.4919377274888 41.9103426840651, 12.4923733506154 41.9093036943418, 12.4928816216341 41.9082180839969, 12.4933007843236 41.9083036669498, 12.4941269888448 41.9085974690047, 12.4951365428824 41.9082482457706, 12.495985571922 41.9074992715045, 12.4968641584413 41.9068251510368, 12.4971562041616 41.9065445519742, 12.496651906899 41.9059917233451, 12.4964459577251 41.9049048945111, 12.4975551121153 41.9045990429212, 12.4980962641855 41.9050366561467, 12.4980962641855 41.9050366561467, 12.4987543438023 41.9052442140454, 12.4992905723578 41.9048134661544, 12.4996478586058 41.904504838004, 12.4996478586058 41.904504838004, 12.4997553804009 41.9044016498465, 12.5008549857902 41.9035213710492, 12.5013625252412 41.9028899508572, 12.5015970270697 41.9026335840062)"
3,3,4,2014-02-02 17:32:50,2014-02-02 17:35:05,"LINESTRING (12.5019618688568 41.9026464959002, 12.5020150888758 41.9026008181498, 12.5020150888758 41.9026008181498, 12.5020150888758 41.9026008181498, 12.5020150888758 41.9026008181498, 12.5020150888758 41.9026008181498, 12.5020150888758 41.9026008181498, 12.5020150888758 41.9026008181498, 12.5019957489673 41.9025311408425, 12.5020978896557 41.9023872350808)"
4,4,5,2014-02-02 17:39:06,2014-02-02 17:40:52,"LINESTRING (12.5024931533976 41.9020894396899, 12.5025122242266 41.9020779110044, 12.5025122242266 41.9020779110044, 12.5025122242266 41.9020779110044, 12.5025010985187 41.902106907811, 12.5025485135385 41.902101088691, 12.5025485135385 41.902101088691, 12.5025485135385 41.902101088691)"
5,6,7,2014-02-02 17:54:38,2014-02-02 18:16:42,"LINESTRING (12.5028368259464 41.9019824636194, 12.5028045165046 41.9019379341623, 12.5027137491476 41.9019240674681, 12.5028067121083 41.9019343334858, 12.5028316424742 41.9019734238726, 12.5028396810634 41.9019905388827, 12.5027960024511 41.9019568680369, 12.5027867359164 41.9019669135164, 12.5029801800192 41.9019929064122, 12.5032302210029 41.9021354980544, 12.5037495906324 41.9024078074883, 12.5042874755489 41.9029737968688, 12.5033778475686 41.90370238021, 12.5028097241482 41.9040937138994, 12.5031817850135 41.9047147004331, 12.5033303284012 41.9048622508397, 12.504932250296 41.9058600368654, 12.5053596191102 41.9067679635926, 12.5048258672062 41.9078752788806, 12.5053319528868 41.9083419009085, 12.507792195918 41.9090912733975, 12.5078673563759 41.9091142653698, 12.5078673563759 41.9091142653698, 12.5085384002676 41.9091946820155, 12.5101937774606 41.9097076917444, 12.5102298341934 41.9097216364583, 12.5102298341934 41.9097216364583, 12.5103633098029 41.9097389638803, 12.5125630843565 41.910262489146, 12.5137079733642 41.9105289900855, 12.5145261796417 41.9113036169969, 12.5155496324507 41.913005915986, 12.5163842406189 41.9143576696566, 12.5171091259648 41.9155414937052, 12.5181243770633 41.9171476716187, 12.519769910966 41.9182484812858, 12.519769910966 41.9182484812858, 12.519769910966 41.9182484812858, 12.5200818242857 41.918316057358, 12.5198557239319 41.919059464144, 12.5195862713809 41.9197433150877, 12.5195862713809 41.9197433150877, 12.5195862713809 41.9197433150877, 12.5195862713809 41.9197433150877, 12.5195862713809 41.9197433150877, 12.5189674377257 41.9206653603417, 12.5198618821491 41.9213980451471, 12.5208432731736 41.9222076820545, 12.5208647597099 41.9222389801693, 12.5208647597099 41.9222389801693, 12.5208647597099 41.9222389801693, 12.5208647597099 41.9222389801693, 12.5215577442805 41.922369351722, 12.5221833906861 41.9220796172971, 12.5223445551492 41.9213024374445, 12.5212010314 41.9210485999276, 12.519374463228 41.9209707355396, 12.5184033877745 41.9207636866841, 12.5178730517174 41.9210262446648, 12.5178730517174 41.9210262446648, 12.5178730517174 41.9210262446648, 12.5173602771729 41.9213870592189, 12.5159178904946 41.9220408561279, 12.5142661509129 41.9225097365429, 12.5129630252146 41.9229971082187, 12.5122454859612 41.9233959050549, 12.5122038324948 41.9233973245553, 12.5080321 41.9226658, 12.5080321 41.9226658, 12.5080321 41.9226658, 12.5080321 41.9226658, 12.5080321 41.9226658, 12.5080321 41.9226658, 12.5056085735999 41.9219173160767, 12.5038048894218 41.9206617580864, 12.503225855403 41.9202574449999, 12.503225855403 41.9202574449999, 12.4986901981335 41.919442146881, 12.4986901981335 41.919442146881, 12.4981636239171 41.9198276370238, 12.4975673649387 41.9201586512503, 12.4975673649387 41.9201586512503, 12.4975360945485 41.9201462486903, 12.4973650982188 41.9201331038387, 12.4961155587968 41.9193874472138, 12.4951715736731 41.9187309077691, 12.4917472697922 41.9182273320726, 12.4917472697922 41.9182273320726, 12.4917472697922 41.9182273320726, 12.4917472697922 41.9182273320726, 12.4917472697922 41.9182273320726, 12.4916882247493 41.9180370500153)"
